# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "0" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/rat/mRatBN7.2/Rattus_norvegicus.mRatBN7.2.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/05_counts/HISAT2_featureCounts/genes/powell_SRS6085261_CI1cue_hisat2_featurecounts_genes.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam
ENSRNOG00000013005	5	144976748	144987350	+	10603	32
ENSRNOG00000009597	5	129123336	129137464	+	14129	0
ENSRNOG00000055078	5	129139038	129156348	-	17311	14
ENSRNOG00000065071	5	129171054	129171793	-	740	0
ENSRNOG00000007922	5	132863267	132868227	+	4961	19
ENSRNOG00000018363	5	130469840	130478561	+	8722	414
ENSRNOG00000037518	5	131894598	131897251	+	2654	28
ENSRNOG00000028659	5	131897275	131943904	-	46630	668
ENSRNOG00000012397	5	139146665	139264421	-	117757	4155
ENSRNOG00000028477	5	131943982	131950305	+	6324	113
ENSRNOG00000028448	5	131961322	131965958	+	4637	465
ENSRNOG00000028415	5	131966215	131970512	-	4298	19
ENSRNOG00000014357	5	139633287	139635925	-	2639	7
ENSRNOG00000067866	5	139634344	139651373	+	17030	27
ENSRNOG00000028377	5	131973895	131986797	-	12903	1
ENSRNOG00000014372	5	139649195	139654980	-	5786	0
ENSRNOG00000019479	5	131307476	131315084	-	7609	0
ENSRNOG00000062954	5	139288466	139289219	+	754	1
ENSRNOG00000037620	5	129306569	129315256	+	8688	9
ENSRNOG00000058461	5	139338075	139353472	+	15398	4417
ENSRNOG00000013855	5	139364789	139381873	-	17085	302
ENSRNOG00000007111	5	123755806	123818595	+	62790	2641
ENSRNOG00000010932	5	143117504	143127059	+	9556	1
ENSRNOG00000007099	5	141494353	141535525	-	41173	2881
ENSRNOG00000007213	5	141535759	141563833	+	28075	438
ENSRNOG00000008113	5	141564399	141593176	-	28778	77
ENSRNOG00000000127	5	141991568	142021120	-	29553	244
ENSRNOG00000033593	5	123819104	123962196	-	143093	2322
ENSRNOG00000014375	5	142331329	142362540	+	31212	837
ENSRNOG00000055344	5	144507615	144524131	-	16517	553
ENSRNOG00000013231	5	144765976	144795251	+	29276	69
ENSRNOG00000047185	5	141935044	141942676	-	7633	616
ENSRNOG00000049326	5	141942655	141951047	+	8393	87
ENSRNOG00000008560	5	132926615	133019659	-	93045	2615
ENSRNOG00000064585	5	141951031	141967365	-	16335	48
ENSRNOG00000069453	5	132504419	132505360	-	942	0
ENSRNOG00000048553	5	141958504	141967382	-	8879	0
ENSRNOG00000037710	5	123987474	124022417	+	34944	78
ENSRNOG00000047578	5	141962276	141967382	-	5107	0
ENSRNOG00000048242	5	141969346	141984583	-	15238	323
ENSRNOG00000048288	5	144472841	144488849	+	16009	123
ENSRNOG00000010396	5	144806577	144934518	+	127942	1229
ENSRNOG00000010299	5	124045926	124146221	+	100296	4864
ENSRNOG00000024312	5	144938064	144945195	-	7132	83
ENSRNOG00000042326	5	144944636	144966720	-	22085	234
ENSRNOG00000015318	5	135508160	135525152	+	16993	139
ENSRNOG00000009540	5	145411510	145414590	-	3081	15
ENSRNOG00000028047	5	144029731	144055863	+	26133	348
ENSRNOG00000011054	5	143087759	143109807	+	22049	250
ENSRNOG00000012965	5	144991112	145006400	-	15289	1
ENSRNOG00000066253	5	145787991	145788671	-	681	2
ENSRNOG00000064455	5	132185564	132187756	+	2193	5
ENSRNOG00000070423	5	132201895	132209008	-	7114	3
ENSRNOG00000067973	5	132215327	132221481	-	6155	0
ENSRNOG00000008377	5	145491466	145540408	-	48943	427
ENSRNOG00000062918	5	132231260	132239284	+	8025	0
ENSRNOG00000013179	5	142513714	142523720	-	10007	20
ENSRNOG00000064844	5	12215943	12216777	-	835	0
ENSRNOG00000019977	5	131742754	131810023	-	67270	895
ENSRNOG00000063427	5	12215349	12215712	+	364	0
ENSRNOG00000021663	5	9659213	9684684	-	25472	942
ENSRNOG00000042855	5	145228227	145294145	+	65919	804
ENSRNOG00000007069	5	9705970	9732517	-	26548	740
ENSRNOG00000032639	5	133856072	133876573	-	20502	32
ENSRNOG00000063845	5	10907957	10908936	-	980	0
ENSRNOG00000067073	5	144663252	144668635	-	5384	52
ENSRNOG00000008979	5	133246909	133248966	-	2058	0
ENSRNOG00000005730	5	12284711	12354899	-	70189	5142
ENSRNOG00000011171	5	134435829	134640489	+	204661	365
ENSRNOG00000006004	5	141050842	141099268	+	48427	1031
ENSRNOG00000048703	5	13019429	13049948	-	30520	0
ENSRNOG00000011484	5	134578565	134579341	-	777	0
ENSRNOG00000005935	5	141107983	141115641	+	7659	7
ENSRNOG00000059975	5	135054798	135063225	-	8428	0
ENSRNOG00000010735	5	134336808	134405377	-	68570	2188
ENSRNOG00000012595	5	135069026	135070082	+	1057	0
ENSRNOG00000011709	5	142837127	142954039	+	116913	2799
ENSRNOG00000009341	5	133658052	133727795	+	69744	1525
ENSRNOG00000008849	5	133237177	133239018	+	1842	1
ENSRNOG00000006200	5	12584110	12671790	-	87681	3065
ENSRNOG00000014008	5	135225816	135240690	-	14875	140
ENSRNOG00000014274	5	135295330	135338764	+	43435	1139
ENSRNOG00000011927	5	142965591	142996480	+	30890	632
ENSRNOG00000023746	5	142024273	142046549	-	22277	205
ENSRNOG00000015642	5	135563562	135578979	+	15418	384
ENSRNOG00000009912	5	145189841	145217326	+	27486	9
ENSRNOG00000037432	5	134493829	134497772	-	3944	0
ENSRNOG00000033209	5	135386311	135405197	+	18887	0
ENSRNOG00000042785	5	144701530	144721260	-	19731	194
ENSRNOG00000068555	5	135473231	135499338	+	26108	528
ENSRNOG00000013300	5	144738950	144742668	-	3719	148
ENSRNOG00000037340	5	137140735	137174157	+	33423	363
ENSRNOG00000006833	5	13161648	13225560	-	63913	4831
ENSRNOG00000070053	5	135591507	135602569	-	11063	0
ENSRNOG00000030155	5	135591716	135617785	-	26070	2
ENSRNOG00000048506	5	136996686	137061315	+	64630	790
ENSRNOG00000065942	5	15110122	15110940	-	819	0
ENSRNOG00000066500	5	137000395	137003287	-	2893	0
ENSRNOG00000025065	5	137198720	137204026	+	5307	14
ENSRNOG00000008807	5	15121133	15579363	+	458231	15
ENSRNOG00000060435	5	134275934	134326932	-	50999	42
ENSRNOG00000026646	5	135974034	135979603	-	5570	106
ENSRNOG00000008861	5	15202251	15205291	+	3041	0
ENSRNOG00000011421	5	134530543	134576938	-	46396	0
ENSRNOG00000009390	5	133751217	133756814	+	5598	3
ENSRNOG00000014259	5	135274748	135281582	+	6835	56
ENSRNOG00000008320	5	14679606	14708746	-	29141	453
ENSRNOG00000007541	5	136950411	136961317	+	10907	20
ENSRNOG00000026610	5	135989465	136004762	-	15298	761
ENSRNOG00000009430	5	137293081	137318526	+	25446	679
ENSRNOG00000024957	5	137318477	137327336	-	8860	28
ENSRNOG00000024889	5	137328371	137335845	+	7475	95
ENSRNOG00000012616	5	135121163	135142048	+	20886	1446
ENSRNOG00000030862	5	14378257	14537962	-	159706	3941
ENSRNOG00000061851	5	133140884	133228489	+	87606	2450
ENSRNOG00000013492	5	135142112	135168769	-	26658	2073
ENSRNOG00000008100	5	14534775	14614084	+	79310	1251
ENSRNOG00000027276	5	15895863	16282962	+	387100	24175
ENSRNOG00000022323	5	14631454	14668745	-	37292	1007
ENSRNOG00000011502	5	134607616	134624677	+	17062	0
ENSRNOG00000007647	5	13860021	13877823	-	17803	601
ENSRNOG00000008555	5	16819304	16820475	-	1172	267
ENSRNOG00000008180	5	16639466	16756868	+	117403	602
ENSRNOG00000012054	5	134627229	134660110	-	32882	231
ENSRNOG00000012340	5	134664692	134669291	-	4600	6
ENSRNOG00000027357	5	15016731	15022228	+	5498	124
ENSRNOG00000008759	5	138301506	138317881	+	16376	49
ENSRNOG00000012088	5	16880899	16896524	-	15626	0
ENSRNOG00000040151	5	17095208	17118224	-	23017	0
ENSRNOG00000010841	5	138585999	138612850	+	26852	10
ENSRNOG00000067216	5	17095208	17264660	-	169453	104
ENSRNOG00000009656	5	137251659	137272933	+	21275	0
ENSRNOG00000008943	5	17183806	17189129	-	5324	0
ENSRNOG00000007174	5	136931008	136946191	-	15184	367
ENSRNOG00000026592	5	136037305	136081969	+	44665	24
ENSRNOG00000008566	5	14729979	14741276	+	11298	496
ENSRNOG00000069690	5	136101883	136116941	+	15059	76
ENSRNOG00000008871	5	17018813	17040970	-	22158	1
ENSRNOG00000065724	5	136135931	136145616	+	9686	555
ENSRNOG00000017426	5	136148276	136167767	+	19492	856
ENSRNOG00000009114	5	18789389	18929828	+	140440	3328
ENSRNOG00000069204	5	18021491	18057300	+	35810	0
ENSRNOG00000011332	5	138850128	138885034	+	34907	40
ENSRNOG00000008872	5	16494276	16524569	-	30294	899
ENSRNOG00000008846	5	16905394	16913647	-	8254	446
ENSRNOG00000021609	5	138900581	138905273	+	4693	288
ENSRNOG00000008156	5	16524874	16558399	+	33526	770
ENSRNOG00000031769	5	16957188	16961184	+	3997	63
ENSRNOG00000014352	5	139569391	139574320	+	4930	46
ENSRNOG00000009488	5	19376974	19386688	-	9715	0
ENSRNOG00000005886	5	140930689	140956336	-	25648	87
ENSRNOG00000028662	5	134501998	134514358	-	12361	0
ENSRNOG00000071045	5	19303682	19326849	+	23168	981
ENSRNOG00000009977	5	138445295	138487477	-	42183	1426
ENSRNOG00000046647	5	17772608	17802570	-	29963	5380
ENSRNOG00000048129	5	140282043	140325815	-	43773	0
ENSRNOG00000010550	5	138557754	138572819	+	15066	204
ENSRNOG00000063053	5	19001071	19001525	+	455	5
ENSRNOG00000005669	5	21305383	21402374	-	96992	255
ENSRNOG00000032183	5	133990520	134122105	+	131586	4734
ENSRNOG00000009683	5	19489961	19527572	+	37612	3277
ENSRNOG00000009963	5	134125025	134154180	-	29156	763
ENSRNOG00000009131	5	137376564	137385351	-	8788	10
ENSRNOG00000065971	5	134176818	134177378	-	561	0
ENSRNOG00000014762	5	135406176	135419235	-	13060	136
ENSRNOG00000031431	5	137176417	137198629	-	22213	25
ENSRNOG00000010234	5	19518348	19577627	-	59280	680
ENSRNOG00000024818	5	138427151	138432433	+	5283	20
ENSRNOG00000024566	5	138429180	138444407	-	15228	9
ENSRNOG00000005963	5	21676129	21739899	+	63771	4797
ENSRNOG00000027921	5	134711619	134767257	-	55639	1532
ENSRNOG00000026910	5	139675780	139679667	-	3888	0
ENSRNOG00000010777	5	19874467	20171272	-	296806	2602
ENSRNOG00000025724	5	137062376	137107136	+	44761	1062
ENSRNOG00000042421	5	137108633	137110929	-	2297	144
ENSRNOG00000066526	5	21771849	21773483	+	1635	4
ENSRNOG00000025424	5	137110279	137115120	+	4842	332
ENSRNOG00000025349	5	137115632	137122353	-	6722	509
ENSRNOG00000063670	5	138229946	138230642	+	697	0
ENSRNOG00000006689	5	21812070	21995358	+	183289	1899
ENSRNOG00000006919	5	22408384	22604270	+	195887	4392
ENSRNOG00000007445	5	22603486	22813876	-	210391	1987
ENSRNOG00000026662	5	24090688	24106601	-	15914	243
ENSRNOG00000007964	5	24260568	24267968	+	7401	199
ENSRNOG00000008055	5	24284922	24297632	+	12711	768
ENSRNOG00000008124	5	24297191	24344740	-	47550	1085
ENSRNOG00000026672	5	23996718	24015605	+	18888	949
ENSRNOG00000008184	5	24428717	24482062	-	53346	2
ENSRNOG00000048760	5	24542704	24543259	+	556	0
ENSRNOG00000065922	5	24630135	24631316	+	1182	22
ENSRNOG00000067800	5	22996246	23012567	+	16322	0
ENSRNOG00000070765	5	24805039	24835759	-	30721	317
ENSRNOG00000040040	5	24147735	24171951	-	24217	193
ENSRNOG00000067162	5	24722668	24787924	+	65257	896
ENSRNOG00000016180	5	25446272	25455217	-	8946	904
ENSRNOG00000015160	5	25214309	25225222	+	10914	53
ENSRNOG00000070727	5	24889971	24890464	+	494	0
ENSRNOG00000062635	5	24916684	24917270	-	587	0
ENSRNOG00000015562	5	25262758	25314884	+	52127	7
ENSRNOG00000063229	5	24674432	24719863	+	45432	0
ENSRNOG00000055292	5	25589460	25597875	+	8416	0
ENSRNOG00000016330	5	25590493	25611245	+	20753	234
ENSRNOG00000016338	5	25614033	25632489	-	18457	769
ENSRNOG00000039924	5	26391552	26464421	+	72870	306
ENSRNOG00000014664	5	24960778	25023341	+	62564	1292
ENSRNOG00000005673	5	27187551	27335592	+	148042	7758
ENSRNOG00000025416	5	24353900	24410912	-	57013	939
ENSRNOG00000008236	5	29411172	29439018	-	27847	407
ENSRNOG00000016187	5	25536458	25589334	-	52877	1403
ENSRNOG00000007456	5	29375642	29402431	+	26790	2617
ENSRNOG00000006697	5	28259760	28307225	+	47466	1434
ENSRNOG00000009358	5	29500408	29520831	-	20424	317
ENSRNOG00000006096	5	27887042	28021658	-	134617	9
ENSRNOG00000007426	5	28698918	28745330	+	46413	284
ENSRNOG00000006498	5	28023593	28214384	-	190792	0
ENSRNOG00000039949	5	25032066	25104616	+	72551	137
ENSRNOG00000006636	5	28023594	28214334	-	190741	0
ENSRNOG00000009389	5	29631570	29662657	-	31088	842
ENSRNOG00000008580	5	29459457	29494150	+	34694	761
ENSRNOG00000056330	5	32329368	32606705	-	277338	4
ENSRNOG00000007256	5	28330206	28357152	+	26947	1830
ENSRNOG00000066027	5	28357859	28578642	-	220784	3167
ENSRNOG00000006298	5	33016307	33063934	-	47628	789
ENSRNOG00000024903	5	33277416	33298092	+	20677	0
ENSRNOG00000005708	5	31312280	31548388	+	236109	9563
ENSRNOG00000063190	5	33317245	33318283	+	1039	0
ENSRNOG00000006084	5	32746988	32995121	+	248134	5
ENSRNOG00000007139	5	33497137	33518073	+	20937	212
ENSRNOG00000007351	5	33529880	33552787	+	22908	520
ENSRNOG00000009974	5	35429574	35460607	+	31034	456
ENSRNOG00000010106	5	35480402	35544446	+	64045	982
ENSRNOG00000057692	X	114757066	114815911	-	58846	0
ENSRNOG00000068938	X	37324400	37325247	-	848	1
ENSRNOG00000065492	X	114785474	114786779	+	1306	0
ENSRNOG00000056870	X	152087444	152094272	+	6829	2376
ENSRNOG00000061989	X	116128798	116144628	-	15831	403
ENSRNOG00000026157	X	42305373	42318552	-	13180	358
ENSRNOG00000063283	X	116627645	116635721	-	8077	0
ENSRNOG00000067249	X	147419923	147420604	-	682	0
ENSRNOG00000025672	X	65932988	66196187	-	263200	11
ENSRNOG00000053456	X	152138218	152139632	-	1415	63
ENSRNOG00000027837	X	115675427	115725925	-	50499	97
ENSRNOG00000046548	X	116537994	116541965	+	3972	0
ENSRNOG00000003689	X	66554098	66571952	+	17855	1086
ENSRNOG00000069292	X	132801380	132801470	-	91	1
ENSRNOG00000040427	X	110678597	110678704	+	108	0
ENSRNOG00000070890	X	132802623	132802701	-	79	0
ENSRNOG00000030048	X	43263490	43616852	-	353363	249
ENSRNOG00000035549	X	132421942	132422033	-	92	0
ENSRNOG00000035555	X	70425293	70425380	-	88	60
ENSRNOG00000050872	X	69594433	69594547	-	115	0
ENSRNOG00000060063	X	151656056	151661252	-	5197	83
ENSRNOG00000003596	X	66572537	66577174	+	4638	7
ENSRNOG00000040404	X	145446770	145446846	-	77	0
ENSRNOG00000013092	X	115565267	115598809	+	33543	838
ENSRNOG00000035544	X	78246206	78246275	-	70	0
ENSRNOG00000064087	X	132806594	132806688	-	95	0
ENSRNOG00000036245	X	15247315	15247393	+	79	0
ENSRNOG00000066689	X	66819956	66833279	+	13324	2
ENSRNOG00000048556	X	145445018	145445098	-	81	0
ENSRNOG00000035579	X	132422072	132422167	-	96	0
ENSRNOG00000035581	X	3428904	3429006	+	103	0
ENSRNOG00000054765	X	151661458	151670516	-	9059	44
ENSRNOG00000002800	X	65826574	65835361	+	8788	51
ENSRNOG00000035464	X	20980632	20980714	+	83	0
ENSRNOG00000028899	X	116963347	116971023	+	7677	381
ENSRNOG00000040357	X	69126598	69126677	-	80	1
ENSRNOG00000041260	X	145403182	145403258	-	77	0
ENSRNOG00000070486	X	116568915	116577422	+	8508	0
ENSRNOG00000047862	X	145423753	145423848	-	96	0
ENSRNOG00000041210	X	145431384	145431461	-	78	0
ENSRNOG00000069684	X	132805563	132805643	-	81	0
ENSRNOG00000041199	X	145432857	145432933	-	77	0
ENSRNOG00000059675	X	151778123	151778193	-	71	0
ENSRNOG00000026573	X	63603042	63976633	-	373592	3951
ENSRNOG00000003782	X	40064810	40123559	-	58750	508
ENSRNOG00000060869	X	151768777	151778521	-	9745	902
ENSRNOG00000036269	X	138742465	138742576	+	112	0
ENSRNOG00000048590	X	145422221	145422302	-	82	0
ENSRNOG00000060270	X	150065088	150065169	-	82	0
ENSRNOG00000036273	X	132421791	132421877	-	87	0
ENSRNOG00000028085	X	116970695	117035008	-	64314	1380
ENSRNOG00000035652	X	15247715	15247794	+	80	0
ENSRNOG00000022855	X	63890728	63892224	+	1497	0
ENSRNOG00000035631	X	3429465	3429573	+	109	10
ENSRNOG00000035635	X	110829918	110830029	+	112	0
ENSRNOG00000052097	X	146667404	146667484	-	81	0
ENSRNOG00000046748	X	110685978	110686065	+	88	0
ENSRNOG00000040422	X	145410176	145410252	-	77	0
ENSRNOG00000035546	X	68591576	68591654	-	79	0
ENSRNOG00000061073	X	151057573	151074276	+	16704	833
ENSRNOG00000059766	X	146667106	146667185	-	80	0
ENSRNOG00000035656	X	20981235	20981342	+	108	0
ENSRNOG00000057814	X	150775080	150807142	+	32063	312
ENSRNOG00000028984	X	119908942	119909886	-	945	0
ENSRNOG00000070777	X	65683232	65721748	-	38517	113
ENSRNOG00000067246	X	152386341	152387671	-	1331	0
ENSRNOG00000047872	X	96057	96610	-	554	0
ENSRNOG00000039994	X	116335308	116353236	-	17929	779
ENSRNOG00000051836	X	151117102	151143177	+	26076	226
ENSRNOG00000003543	X	22002914	22027715	+	24802	64
ENSRNOG00000009049	X	1473350	1489520	-	16171	1400
ENSRNOG00000025910	X	24933002	24942366	+	9365	348
ENSRNOG00000010365	X	1172208	1227396	+	55189	3726
ENSRNOG00000054352	X	152079865	152087034	+	7170	1225
ENSRNOG00000070642	X	19248516	19255827	-	7312	50
ENSRNOG00000007682	X	120238534	120504096	+	265563	14728
ENSRNOG00000066771	X	22996808	22999724	-	2917	0
ENSRNOG00000010208	X	1212972	1217664	-	4693	0
ENSRNOG00000004016	X	25637804	25655697	+	17894	292
ENSRNOG00000054548	X	151510539	151515198	+	4660	18
ENSRNOG00000002904	X	65698699	65712153	+	13455	0
ENSRNOG00000010838	X	1227392	1239073	-	11682	1587
ENSRNOG00000032472	X	34297402	34422609	-	125208	203
ENSRNOG00000013170	X	115348860	115408681	+	59822	62
ENSRNOG00000024298	X	22434315	22437190	-	2876	0
ENSRNOG00000031555	X	22376726	22379593	+	2868	0
ENSRNOG00000055572	X	151515247	151524171	-	8925	694
ENSRNOG00000000167	X	19463171	19486519	+	23349	433
ENSRNOG00000009609	X	1399390	1401290	-	1901	23
ENSRNOG00000068749	X	119699941	119700306	+	366	0
ENSRNOG00000025428	X	1873306	1916688	-	43383	257
ENSRNOG00000052383	X	116560236	116562774	+	2539	0
ENSRNOG00000000166	X	19487419	19508439	-	21021	332
ENSRNOG00000013698	X	114965767	115005278	+	39512	2
ENSRNOG00000053172	X	151524009	151528202	+	4194	94
ENSRNOG00000008578	X	1492814	1504148	-	11335	840
ENSRNOG00000000165	X	19508546	19562182	+	53637	19
ENSRNOG00000029068	X	114482006	114587224	+	105219	1580
ENSRNOG00000051948	X	151687779	151712638	-	24860	1753
ENSRNOG00000008472	X	1540398	1572575	-	32178	721
ENSRNOG00000063057	X	114496536	114523615	+	27080	0
ENSRNOG00000002767	X	65860172	65910322	+	50151	1480
ENSRNOG00000053813	X	116372839	116394945	+	22107	497
ENSRNOG00000059697	X	40065873	40067207	+	1335	0
ENSRNOG00000056174	X	151530390	151560826	-	30437	702
ENSRNOG00000006899	X	116395516	116410697	-	15182	15
ENSRNOG00000029408	X	43693211	43725657	-	32447	0
ENSRNOG00000064345	X	142445039	142446108	+	1070	0
ENSRNOG00000002585	X	117287484	117326688	-	39205	1446
ENSRNOG00000003686	X	41576047	41731101	+	155055	4463
ENSRNOG00000030119	X	149696997	149715051	+	18055	1
ENSRNOG00000062551	X	42021200	42028106	-	6907	0
ENSRNOG00000050081	X	40882470	40883384	+	915	0
ENSRNOG00000058423	X	150880865	150882789	-	1925	0
ENSRNOG00000002563	X	117350889	117362504	+	11616	612
ENSRNOG00000061441	X	151322982	151323395	+	414	1
ENSRNOG00000048925	X	45695313	45741134	-	45822	0
ENSRNOG00000058820	X	152284725	152285663	-	939	7
ENSRNOG00000070467	X	151103755	151106037	-	2283	0
ENSRNOG00000069353	X	117375525	117382787	-	7263	361
ENSRNOG00000039332	X	1336294	1336629	-	336	0
ENSRNOG00000026044	X	42494256	42606588	-	112333	1103
ENSRNOG00000045953	X	122469079	122471628	+	2550	0
ENSRNOG00000065232	X	2488883	2489191	+	309	0
ENSRNOG00000067039	X	19720749	19721327	-	579	2
ENSRNOG00000064664	X	31946661	31947002	-	342	0
ENSRNOG00000063213	X	66501820	66509925	+	8106	24
ENSRNOG00000026969	X	31611966	31612241	-	276	0
ENSRNOG00000061304	X	151216507	151286775	+	70269	3287
ENSRNOG00000032487	X	42225372	42233402	+	8031	68
ENSRNOG00000070118	X	31999009	31999689	-	681	0
ENSRNOG00000061262	X	20873795	21001262	+	127468	13910
ENSRNOG00000007059	X	117057423	117108020	+	50598	1
ENSRNOG00000033883	X	64124574	64196052	+	71479	190
ENSRNOG00000046012	X	58604556	58605110	+	555	0
ENSRNOG00000051117	X	67283894	67284115	-	222	0
ENSRNOG00000068491	X	75549216	75549455	-	240	0
ENSRNOG00000060168	X	41823355	41866669	-	43315	373
ENSRNOG00000070922	X	92221686	92221859	-	174	0
ENSRNOG00000065644	X	99235645	99235860	-	216	0
ENSRNOG00000019164	X	1508666	1530636	-	21971	1323
ENSRNOG00000063587	X	100170558	100170785	-	228	0
ENSRNOG00000026231	X	65668205	65674450	+	6246	0
ENSRNOG00000067214	X	111326765	111327190	-	426	0
ENSRNOG00000062420	X	42146837	42156546	-	9710	0
ENSRNOG00000063851	X	127074470	127074724	-	255	0
ENSRNOG00000063426	X	151127518	151128036	-	519	0
ENSRNOG00000064140	X	65704067	65721642	-	17576	0
ENSRNOG00000070008	X	152258663	152261045	-	2383	5
ENSRNOG00000062688	X	152275360	152282347	+	6988	12
ENSRNOG00000003748	X	50361248	50423269	+	62022	6
ENSRNOG00000067047	X	645177	647888	-	2712	0
ENSRNOG00000038035	X	65721779	65824139	+	102361	28
ENSRNOG00000062747	X	5823349	5890943	+	67595	27
ENSRNOG00000070551	X	9532021	9537022	-	5002	0
ENSRNOG00000064865	X	42628237	42629446	-	1210	0
ENSRNOG00000023261	X	9839181	9840755	+	1575	0
ENSRNOG00000067487	X	12306191	12307268	+	1078	0
ENSRNOG00000068322	X	14254684	14266298	+	11615	18
ENSRNOG00000000164	X	117057606	117260522	-	202917	4416
ENSRNOG00000064974	X	14831925	14833623	+	1699	1
ENSRNOG00000032739	X	44820820	44837934	+	17115	0
ENSRNOG00000069713	X	15395785	15398610	-	2826	0
ENSRNOG00000066805	X	16297627	16300926	-	3300	29
ENSRNOG00000025200	X	66907142	66911263	-	4122	0
ENSRNOG00000061492	X	46222154	46222636	-	483	0
ENSRNOG00000069137	X	18564672	18569074	+	4403	0
ENSRNOG00000068054	X	19419114	19461465	-	42352	538
ENSRNOG00000038369	X	46627306	46640395	+	13090	1
ENSRNOG00000069711	X	20297349	20299214	-	1866	174
ENSRNOG00000003201	X	67298525	67303019	-	4495	298
ENSRNOG00000064310	X	20724926	20726597	+	1672	4
ENSRNOG00000062445	X	20871338	20873731	+	2394	29
ENSRNOG00000068684	X	21398985	21400615	+	1631	521
ENSRNOG00000066768	X	21433585	21439285	-	5701	11
ENSRNOG00000070511	X	32451393	32463284	-	11892	23
ENSRNOG00000065998	X	32891490	32892962	+	1473	112
ENSRNOG00000065014	X	35257219	35259982	+	2764	54
ENSRNOG00000037951	X	66970151	67200911	+	230761	2152
ENSRNOG00000070283	X	42374062	42397614	-	23553	0
ENSRNOG00000063391	X	42397471	42417351	+	19881	0
ENSRNOG00000029663	X	51378215	52876772	-	1498558	77198
ENSRNOG00000051341	X	58469935	58471623	-	1689	56
ENSRNOG00000068862	X	66357006	66373683	+	16678	7
ENSRNOG00000065796	X	68495467	68499327	-	3861	44
ENSRNOG00000071206	X	68541121	68542702	-	1582	25
ENSRNOG00000064849	X	68575873	68589423	+	13551	0
ENSRNOG00000070269	X	51562982	51565263	+	2282	0
ENSRNOG00000051300	X	68983267	68985382	-	2116	216
ENSRNOG00000068564	X	69203283	69216522	-	13240	445
ENSRNOG00000067106	X	69884112	69885677	-	1566	0
ENSRNOG00000070042	X	70197804	70256429	+	58626	156
ENSRNOG00000068620	X	117151726	117153147	+	1422	0
ENSRNOG00000065954	X	70443462	70468515	-	25054	4327
ENSRNOG00000060786	X	72565321	72566026	+	706	0
ENSRNOG00000066627	X	70474539	70570105	-	95567	9
ENSRNOG00000045779	X	67184154	67188809	-	4656	0
ENSRNOG00000056659	X	151789930	151844689	-	54760	1630
ENSRNOG00000049388	X	123977985	123979942	+	1958	6
ENSRNOG00000057517	X	71199173	71201539	-	2367	193
ENSRNOG00000029497	X	80048786	80049667	+	882	0
ENSRNOG00000065962	X	75541620	75552822	+	11203	3
ENSRNOG00000050051	X	67232081	67238702	+	6622	33
ENSRNOG00000008329	X	1572785	1575062	+	2278	140
ENSRNOG00000043348	X	116327094	116330304	-	3211	51
ENSRNOG00000065341	X	78181642	78182533	+	892	0
ENSRNOG00000067052	X	93318926	93325127	+	6202	5
ENSRNOG00000068802	X	74632638	74697306	+	64669	59
ENSRNOG00000064051	X	94225340	94225899	-	560	0
ENSRNOG00000003208	X	67245414	67280756	-	35343	6
ENSRNOG00000034116	X	50163123	50238631	-	75509	832
ENSRNOG00000061692	X	102878958	102931386	-	52429	3
ENSRNOG00000004150	X	2214441	2388012	+	173572	2367
ENSRNOG00000060464	X	152115819	152131603	+	15785	251
ENSRNOG00000022251	X	68163828	68165235	-	1408	0
ENSRNOG00000007315	X	120634968	120749513	-	114546	3135
ENSRNOG00000069722	X	104455286	104456757	-	1472	217
ENSRNOG00000063392	X	107116499	107164984	+	48486	728
ENSRNOG00000063610	X	107368331	107371050	-	2720	957
ENSRNOG00000069564	X	107727813	107740264	+	12452	0
ENSRNOG00000002323	X	72860409	72901246	-	40838	543
ENSRNOG00000068588	X	67871951	67874254	+	2304	0
ENSRNOG00000004258	X	2393874	2432840	-	38967	782
ENSRNOG00000068854	X	107735351	107740264	-	4914	0
ENSRNOG00000071051	X	108231123	108246926	+	15804	139
ENSRNOG00000068646	X	67896974	67904182	-	7209	0
ENSRNOG00000067826	X	3605242	3605474	-	233	0
ENSRNOG00000055641	X	152056942	152065518	-	8577	139
ENSRNOG00000071143	X	67911076	67911668	-	593	0
ENSRNOG00000039837	X	1669930	1845138	-	175209	906
ENSRNOG00000023637	X	72901241	72970573	+	69333	0
ENSRNOG00000060462	X	66936167	66939721	-	3555	1
ENSRNOG00000028202	X	118534007	118534564	-	558	0
ENSRNOG00000063225	X	152061969	152062342	+	374	0
ENSRNOG00000066448	X	111828539	111912462	+	83924	16
ENSRNOG00000062506	X	111832478	111835654	+	3177	0
ENSRNOG00000023458	X	123695286	123698905	-	3620	455
ENSRNOG00000037770	X	82134804	82146443	-	11640	1
ENSRNOG00000062748	X	111888925	111894508	-	5584	0
