# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/mouse/GRCm39/Mus_musculus.GRCm39.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/walker/05_counts/HISAT2_featureCounts/genes/walker_SRS2926558_S30sal_hisat2_featurecounts_genes_s2.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/walker/04_processing/HISAT2/sorted_bams/walker_SRS2926558_S30sal_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/walker/04_processing/HISAT2/sorted_bams/walker_SRS2926558_S30sal_hisat2_trim_sort.bam
ENSMUSG00000040601	7	26134538	26175567	+	41030	0
ENSMUSG00000084102	7	13869347	13874929	-	5583	0
ENSMUSG00002075792	7	26230609	26230718	+	110	0
ENSMUSG00000080705	7	13905561	13927449	-	21889	0
ENSMUSG00000100378	7	13920553	13921006	-	454	0
ENSMUSG00000097178	7	43344633	43447382	-	102750	10
ENSMUSG00000070810	7	13956328	13988795	-	32468	0
ENSMUSG00000098354	7	13960598	13962758	-	2161	0
ENSMUSG00000098506	7	14038705	14041590	+	2886	0
ENSMUSG00000054046	7	43361991	43376958	+	14968	0
ENSMUSG00000099216	7	14065361	14067482	-	2122	0
ENSMUSG00000108588	7	43365414	43365847	+	434	0
ENSMUSG00000098782	7	14075951	14076255	-	305	0
ENSMUSG00000107673	7	14100876	14104132	-	3257	0
ENSMUSG00000044465	7	105020418	105049261	-	28844	2201
ENSMUSG00000044430	7	43418321	43423009	+	4689	0
ENSMUSG00000078611	7	105024245	105027584	+	3340	0
ENSMUSG00000001741	7	83292033	83394934	-	102902	48
ENSMUSG00000110366	7	105049521	105051099	+	1579	8
ENSMUSG00000085080	7	83308783	83310171	+	1389	3
ENSMUSG00000109290	7	83360174	83360927	-	754	0
ENSMUSG00000063902	7	83405112	83406489	+	1378	9
ENSMUSG00000030897	7	105053775	105057949	+	4175	20
ENSMUSG00000109609	7	105061927	105063180	-	1254	0
ENSMUSG00000067616	7	43424028	43428687	+	4660	0
ENSMUSG00000011154	7	83423309	83444088	-	20780	14
ENSMUSG00000054102	7	26234448	26275040	+	40593	0
ENSMUSG00000109248	7	83449630	83483807	-	34178	11
ENSMUSG00000109450	7	83463915	83487553	+	23639	358
ENSMUSG00000109163	7	83513798	83514689	-	892	0
ENSMUSG00000109552	7	83515985	83517984	+	2000	0
ENSMUSG00000032637	7	126090880	126102609	-	11730	3855
ENSMUSG00000109452	7	83523570	83527128	+	3559	0
ENSMUSG00000030693	7	43430459	43434834	+	4376	0
ENSMUSG00000030378	7	14144611	14180694	-	36084	0
ENSMUSG00000070462	7	83529081	83533513	-	4433	1353
ENSMUSG00000047884	7	43441315	43446181	+	4867	0
ENSMUSG00000091924	7	26307061	26317889	-	10829	0
ENSMUSG00000038503	7	83533674	83550740	+	17067	884
ENSMUSG00000094156	7	14198976	14228155	-	29180	1
ENSMUSG00000118648	7	26362517	26362576	-	60	0
ENSMUSG00000098290	7	14251896	14252595	-	700	0
ENSMUSG00000108878	7	83541470	83545605	+	4136	0
ENSMUSG00000098741	7	14263550	14263991	-	442	0
ENSMUSG00000030738	7	126145627	126165583	-	19957	3539
ENSMUSG00000030898	7	105074938	105120105	+	45168	344
ENSMUSG00000064023	7	43447001	43453250	+	6250	18
ENSMUSG00000084453	7	126163046	126163152	-	107	0
ENSMUSG00000040650	7	26364652	26385862	-	21211	0
ENSMUSG00000065341	7	126166216	126166321	-	106	0
ENSMUSG00000108692	7	26438008	26445288	+	7281	0
ENSMUSG00000030523	7	63803583	63919523	+	115941	3
ENSMUSG00000037060	7	105129290	105131507	-	2218	225
ENSMUSG00000109735	7	105131134	105132449	+	1316	3
ENSMUSG00000030713	7	43460718	43465783	+	5066	1
ENSMUSG00000108645	7	63851837	63852272	-	436	0
ENSMUSG00000037049	7	105203567	105207596	+	4030	1723
ENSMUSG00000065585	7	63855554	63855659	+	106	0
ENSMUSG00000108770	7	63862938	63863086	+	149	0
ENSMUSG00000098910	7	63899731	63899847	-	117	0
ENSMUSG00000066704	7	26456567	26472055	+	15489	0
ENSMUSG00000108422	7	63933548	63934148	+	601	0
ENSMUSG00000048677	7	144740261	144837748	-	97488	207
ENSMUSG00000108472	7	63934556	63937958	-	3403	5
ENSMUSG00000041596	7	14264577	14356404	-	91828	40
ENSMUSG00000099242	7	14282639	14283158	+	520	0
ENSMUSG00000049685	7	26508317	26520630	+	12314	0
ENSMUSG00000109305	7	144759562	144761856	-	2295	0
ENSMUSG00000100586	7	14289399	14297431	-	8033	0
ENSMUSG00000099055	7	14300686	14301163	+	478	0
ENSMUSG00000098520	7	14350309	14350711	+	403	0
ENSMUSG00000031070	7	144854565	144863294	+	8730	2
ENSMUSG00000093773	7	14367964	14368498	+	535	1
ENSMUSG00000050063	7	43473923	43481454	+	7532	60
ENSMUSG00000051207	7	144868572	144877823	+	9252	0
ENSMUSG00000074155	7	43491395	43500605	+	9211	0
ENSMUSG00000108781	7	43505510	43506837	-	1328	0
ENSMUSG00000108527	7	43513307	43513611	+	305	0
ENSMUSG00000005547	7	26534730	26542973	+	8244	10
ENSMUSG00000055942	7	14393421	14399921	+	6501	0
ENSMUSG00000006948	7	43530584	43535228	+	4645	0
ENSMUSG00000093665	7	14427999	14429599	-	1601	0
ENSMUSG00000105566	7	14447126	14447522	-	397	0
ENSMUSG00000108444	7	43565678	43571297	+	5620	0
ENSMUSG00000098330	7	14458581	14458829	-	249	0
ENSMUSG00000098508	7	14490480	14490849	-	370	0
ENSMUSG00000108487	7	26616806	26651771	+	34966	0
ENSMUSG00000030522	7	63937401	63990554	+	53154	632
ENSMUSG00000093549	7	14501650	14502372	+	723	0
ENSMUSG00000108731	7	26618201	26618777	-	577	0
ENSMUSG00000093664	7	14511940	14512215	+	276	0
ENSMUSG00000064977	7	14512594	14512697	+	104	0
ENSMUSG00000092187	7	63987298	63995712	-	8415	63
ENSMUSG00000093584	7	14534149	14535751	-	1603	0
ENSMUSG00000106552	7	14547193	14547589	-	397	0
ENSMUSG00000055193	7	43583164	43589063	+	5900	0
ENSMUSG00000098309	7	14571699	14571954	-	256	0
ENSMUSG00000098564	7	14590878	14591265	-	388	0
ENSMUSG00000108432	7	43587481	43625997	-	38517	0
ENSMUSG00000093736	7	14601517	14602240	+	724	0
ENSMUSG00000099198	7	14621460	14622087	+	628	0
ENSMUSG00000098469	7	14627772	14628156	-	385	0
ENSMUSG00000091867	7	26631056	26638809	-	7754	0
ENSMUSG00000052353	7	83582065	83735710	-	153646	220
ENSMUSG00000094555	7	14639383	14640106	+	724	0
ENSMUSG00000119510	7	14646283	14646387	+	105	0
ENSMUSG00000093509	7	14665561	14667163	-	1603	0
ENSMUSG00000060161	7	43592086	43595351	+	3266	0
ENSMUSG00000105505	7	14681462	14681966	-	505	0
ENSMUSG00000108323	7	43595673	43598317	-	2645	0
ENSMUSG00000099056	7	14699259	14699547	-	289	0
ENSMUSG00000099087	7	14725845	14726223	-	379	0
ENSMUSG00000093567	7	14740999	14741712	+	714	0
ENSMUSG00000093707	7	14757916	14759623	+	1708	0
ENSMUSG00000060407	7	26728506	26736800	+	8295	0
ENSMUSG00000093770	7	14790124	14791729	-	1606	0
ENSMUSG00000033458	7	63996506	64023843	-	27338	350
ENSMUSG00000063089	7	43600088	43604365	+	4278	0
ENSMUSG00000105094	7	14809190	14809693	-	504	0
ENSMUSG00000108637	7	26746319	26747132	+	814	0
ENSMUSG00000038459	7	83758564	83801101	-	42538	800
ENSMUSG00000098382	7	14820694	14820951	-	258	0
ENSMUSG00000118450	7	26747925	26748463	-	539	0
ENSMUSG00000099298	7	14851929	14852309	-	381	0
ENSMUSG00000108651	7	43608246	43612372	+	4127	0
ENSMUSG00000108682	7	26766881	26767238	+	358	0
ENSMUSG00000094416	7	14863093	14863816	+	724	0
ENSMUSG00000095952	7	14873471	14875409	+	1939	0
ENSMUSG00000097016	7	83801348	83844323	+	42976	15
ENSMUSG00000092743	7	83819773	83819930	+	158	0
ENSMUSG00000109381	7	83857391	83859722	-	2332	0
ENSMUSG00000095974	7	14884840	14886553	+	1714	0
ENSMUSG00000109091	7	83876037	83882127	-	6091	0
ENSMUSG00000093623	7	14896171	14897874	+	1704	0
ENSMUSG00000096414	7	14907250	14908966	+	1717	0
ENSMUSG00000094412	7	14918593	14920306	+	1714	0
ENSMUSG00000063133	7	43616175	43620742	+	4568	0
ENSMUSG00000093961	7	14929906	14931619	+	1714	0
ENSMUSG00000108746	7	43621676	43623712	-	2037	0
ENSMUSG00000030521	7	64026275	64042016	-	15742	216
ENSMUSG00000094967	7	14941237	14942950	+	1714	0
ENSMUSG00000093940	7	14952565	14954281	+	1717	0
ENSMUSG00000096797	7	14963869	14965585	+	1717	0
ENSMUSG00000095922	7	14975197	14976913	+	1717	0
ENSMUSG00000094243	7	14986537	14988250	+	1714	0
ENSMUSG00000052974	7	26819334	26833085	+	13752	1
ENSMUSG00000096439	7	14997868	14999581	+	1714	0
ENSMUSG00000059042	7	43625485	43629800	+	4316	0
ENSMUSG00000098404	7	15022176	15023115	-	940	1
ENSMUSG00000086868	7	26823906	26830099	-	6194	1
ENSMUSG00000033429	7	64042355	64061873	+	19519	357
ENSMUSG00000108730	7	43630158	43643554	-	13397	0
ENSMUSG00000108306	7	26847815	26848061	-	247	0
ENSMUSG00000093727	7	15027874	15029473	-	1600	0
ENSMUSG00000106582	7	15040964	15041979	-	1016	0
ENSMUSG00000108602	7	43637217	43641509	+	4293	0
ENSMUSG00000098561	7	15053897	15054185	-	289	0
ENSMUSG00000106616	7	15067360	15067569	-	210	0
ENSMUSG00000093554	7	15077443	15078166	+	724	0
ENSMUSG00000098744	7	15103671	15104054	-	384	0
ENSMUSG00000044485	7	43645301	43649299	+	3999	0
ENSMUSG00000108794	7	43650223	43652287	-	2065	0
ENSMUSG00000078787	7	26853139	26858093	+	4955	0
ENSMUSG00000108539	7	43654065	43658316	+	4252	0
ENSMUSG00000053719	7	43661592	43666392	+	4801	0
ENSMUSG00000108759	7	43670271	43671000	+	730	0
ENSMUSG00000108339	7	43678278	43678494	+	217	0
ENSMUSG00000108328	7	43690695	43692954	-	2260	0
ENSMUSG00000108440	7	43694583	43697907	+	3325	0
ENSMUSG00000058709	7	26858083	26866227	-	8145	1801
ENSMUSG00000063177	7	43701714	43706136	+	4423	0
ENSMUSG00000108538	7	43719279	43719429	-	151	0
ENSMUSG00000108400	7	43721284	43725426	+	4143	0
ENSMUSG00000030519	7	64151454	64403626	+	252173	2342
ENSMUSG00000108498	7	43726174	43728474	-	2301	0
ENSMUSG00000108384	7	64165059	64165659	+	601	0
ENSMUSG00000108721	7	64179173	64179644	+	472	0
ENSMUSG00000108406	7	43745589	43747971	+	2383	0
ENSMUSG00000108517	7	43748784	43748934	-	151	0
ENSMUSG00000066516	7	43751752	43756007	+	4256	0
ENSMUSG00000108301	7	43756519	43759103	-	2585	0
ENSMUSG00000060177	7	43762097	43766346	+	4250	0
ENSMUSG00000108796	7	43766916	43769225	-	2310	0
ENSMUSG00000108403	7	43772682	43784967	-	12286	0
ENSMUSG00000108797	7	43782071	43782890	+	820	0
ENSMUSG00000074369	7	15122646	15132470	+	9825	0
ENSMUSG00000030518	7	64405839	64806318	-	400480	1088
ENSMUSG00000053291	7	26867849	26878321	-	10473	0
ENSMUSG00000070520	7	64516800	64522745	-	5946	0
ENSMUSG00002075157	7	64606247	64606324	-	78	0
ENSMUSG00000038968	7	43786191	43791034	+	4844	0
ENSMUSG00000108745	7	64820390	64821645	+	1256	0
ENSMUSG00000108774	7	43806268	43807210	-	943	0
ENSMUSG00000108445	7	64823366	64823939	-	574	0
ENSMUSG00000095538	7	26867855	26880511	-	12657	2
ENSMUSG00000093348	7	26875431	26875518	-	88	0
ENSMUSG00000108587	7	64862562	64863177	-	616	0
ENSMUSG00000063713	7	43837660	43841879	+	4220	0
ENSMUSG00000108727	7	43842618	43845052	-	2435	0
ENSMUSG00000089661	7	26879167	26880582	-	1416	1
ENSMUSG00000066515	7	43847615	43851776	+	4162	0
ENSMUSG00000108459	7	43852127	43853717	-	1591	0
ENSMUSG00000066513	7	43856859	43861178	+	4320	0
ENSMUSG00000108679	7	43861493	43864142	-	2650	0
ENSMUSG00000066512	7	43865369	43870127	+	4759	0
ENSMUSG00000062073	7	43870441	43876845	-	6405	18
ENSMUSG00000054310	7	15122873	15290791	+	167919	0
ENSMUSG00000098278	7	15142445	15142789	-	345	0
ENSMUSG00000095274	7	15165587	15167525	+	1939	0
ENSMUSG00000093913	7	15176923	15178861	+	1939	0
ENSMUSG00000093397	7	15188248	15189958	+	1711	0
ENSMUSG00000063903	7	43874784	43879042	+	4259	0
ENSMUSG00000061479	7	26886430	26895696	-	9267	1225
ENSMUSG00000078786	7	26895206	26909611	+	14406	319
ENSMUSG00000080533	7	26904961	26905080	+	120	0
ENSMUSG00000038782	7	43879235	43896119	-	16885	52
ENSMUSG00000030720	7	126170379	126184989	-	14611	441
ENSMUSG00000003752	7	26906597	26928086	-	21490	260
ENSMUSG00000108622	7	43885601	43892615	+	7015	0
ENSMUSG00002075429	7	43889172	43889459	+	288	0
ENSMUSG00000098540	7	126178646	126178704	-	59	0
ENSMUSG00000042759	7	126184114	126188284	+	4171	17
ENSMUSG00000015709	7	83895486	84059384	-	163899	7914
ENSMUSG00000066772	7	15213750	15373827	-	160078	0
ENSMUSG00000044701	7	126188182	126194113	-	5932	4
ENSMUSG00000119308	7	83972517	83972623	-	107	0
ENSMUSG00000093421	7	15214099	15215706	-	1608	0
ENSMUSG00000093719	7	15235747	15236694	+	948	0
ENSMUSG00000109341	7	83987303	83997077	+	9775	0
ENSMUSG00000098861	7	15261971	15262352	-	382	0
ENSMUSG00000108864	7	84085201	84088434	-	3234	0
ENSMUSG00000098386	7	15300410	15300794	-	385	0
ENSMUSG00000109347	7	84092039	84093759	-	1721	0
ENSMUSG00000093513	7	15323578	15325285	+	1708	0
ENSMUSG00000119159	7	15327156	15327260	+	105	0
ENSMUSG00000105898	7	15376113	15377133	-	1021	0
ENSMUSG00000106346	7	15387258	15387549	-	292	0
ENSMUSG00000097789	7	84178162	84232739	+	54578	310
ENSMUSG00000093420	7	15425575	15427285	+	1711	0
ENSMUSG00000109422	7	84203395	84206459	+	3065	0
ENSMUSG00000119732	7	15429138	15429242	+	105	0
ENSMUSG00000030717	7	126222421	126230033	-	7613	45
ENSMUSG00000109513	7	84224923	84225050	-	128	1
ENSMUSG00000093683	7	15453588	15454107	+	520	0
ENSMUSG00000105314	7	15459851	15460237	-	387	0
ENSMUSG00000066175	7	126247715	126248766	-	1052	7
ENSMUSG00000074366	7	15484056	15493725	+	9670	0
ENSMUSG00000104759	7	15500739	15501124	-	386	0
ENSMUSG00000105410	7	15521789	15522085	-	297	0
ENSMUSG00000092576	7	15554092	15559740	-	5649	0
ENSMUSG00000003762	7	26932448	26957375	+	24928	391
ENSMUSG00000084974	7	26948688	26957357	-	8670	7
ENSMUSG00000041583	7	15567166	15573603	-	6438	0
ENSMUSG00000108378	7	26951601	26961677	+	10077	0
ENSMUSG00000030630	7	84234367	84255930	-	21564	297
ENSMUSG00000030516	7	64945913	65177529	-	231617	2689
ENSMUSG00000108338	7	65016120	65016530	-	411	0
ENSMUSG00000108541	7	65051595	65051913	+	319	0
ENSMUSG00000108533	7	65129342	65130969	-	1628	0
ENSMUSG00000063160	7	26957858	26981569	+	23712	1805
ENSMUSG00000030714	7	126248481	126272097	+	23617	351
ENSMUSG00000086232	7	65229746	65285661	-	55916	0
ENSMUSG00000083622	7	26971193	26971817	-	625	0
ENSMUSG00000086662	7	65231818	65268632	+	36815	19
ENSMUSG00000041578	7	15599872	15613893	-	14022	0
ENSMUSG00000030711	7	126272037	126275604	-	3568	163
ENSMUSG00000082922	7	126286631	126289206	-	2576	20
ENSMUSG00000030515	7	65294646	65341839	+	47194	792
ENSMUSG00000074365	7	15616542	15637945	+	21404	7
ENSMUSG00000106050	7	15640613	15641572	+	960	0
ENSMUSG00000059772	7	126288640	126294956	-	6317	330
ENSMUSG00000041571	7	15651133	15656327	-	5195	7966
ENSMUSG00000047721	7	126294573	126298970	+	4398	407
ENSMUSG00000041560	7	15670108	15679999	-	9892	1211
ENSMUSG00000080478	7	15672687	15672795	-	109	0
ENSMUSG00000093249	7	15680173	15680420	+	248	1
ENSMUSG00000074364	7	15680883	15701492	-	20610	189
ENSMUSG00000078681	7	65340917	65351661	+	10745	682
ENSMUSG00000068480	7	65434607	65435680	+	1074	0
ENSMUSG00000100094	7	65452859	65456197	+	3339	0
ENSMUSG00000093405	7	65510754	65511740	-	987	2
ENSMUSG00000070808	7	15704597	15781846	-	77250	579
ENSMUSG00000109984	7	15705808	15718579	+	12772	3
ENSMUSG00000030629	7	84262974	84339167	-	76194	1266
ENSMUSG00000085236	7	84338848	84428261	+	89414	0
ENSMUSG00000092429	7	84450242	84452371	+	2130	0
ENSMUSG00000092217	7	84459595	84460639	-	1045	0
ENSMUSG00000068629	7	84483747	84484087	-	341	0
ENSMUSG00000045411	7	43896146	43901743	+	5598	0
ENSMUSG00000070460	7	84502761	84508820	+	6060	0
ENSMUSG00000092425	7	84528763	84531733	+	2971	0
ENSMUSG00000101166	7	43896150	43912144	+	15995	9
ENSMUSG00000070459	7	84562283	84570069	+	7787	0
ENSMUSG00000080352	7	43897514	43897604	+	91	0
ENSMUSG00000118729	7	43899276	43899365	+	90	0
ENSMUSG00000116179	7	84564989	84565936	+	948	0
ENSMUSG00000119643	7	43899559	43899648	+	90	0
ENSMUSG00000092214	7	84568587	84569709	-	1123	0
ENSMUSG00000080683	7	43899874	43899966	+	93	0
ENSMUSG00000066372	7	84584773	84613323	-	28551	0
ENSMUSG00000012777	7	43901572	43906802	-	5231	0
ENSMUSG00000087376	7	43910871	43911315	+	445	0
ENSMUSG00000108705	7	43917213	43918140	-	928	0
ENSMUSG00000108343	7	43930874	43931822	-	949	0
ENSMUSG00000108512	7	43949339	43950311	-	973	0
ENSMUSG00000078796	7	15795739	15830259	+	34521	13
ENSMUSG00000094950	7	84634574	84661476	-	26903	0
ENSMUSG00000030707	7	126298945	126306959	-	8015	1157
ENSMUSG00000092530	7	84683235	84683757	+	523	0
ENSMUSG00000092422	7	84690985	84691204	-	220	0
ENSMUSG00000092621	7	84702283	84720145	+	17863	0
ENSMUSG00000108357	7	126323108	126323581	+	474	0
ENSMUSG00000092211	7	84733188	84733572	-	385	0
ENSMUSG00000108382	7	126339801	126341353	+	1553	0
ENSMUSG00000004473	7	43952111	43956326	-	4216	23
ENSMUSG00000092199	7	84737976	84740367	+	2392	0
ENSMUSG00000108554	7	126341854	126342082	+	229	0
ENSMUSG00000108649	7	126348727	126349088	+	362	0
ENSMUSG00000030513	7	65511482	65700134	+	188653	235
ENSMUSG00000108793	7	65693350	65712019	+	18670	0
ENSMUSG00000095664	7	84776175	84805206	-	29032	0
ENSMUSG00000092259	7	84841405	84842265	+	861	0
ENSMUSG00000096861	7	84870346	84886991	-	16646	0
ENSMUSG00000092562	7	84909897	84910542	-	646	0
ENSMUSG00000092313	7	84937368	84938819	-	1452	0
ENSMUSG00000090773	7	84953161	84992099	+	38939	0
ENSMUSG00000006024	7	15832383	15851900	+	19518	4256
ENSMUSG00000091006	7	85043034	85065128	-	22095	0
ENSMUSG00000092256	7	85126163	85131223	+	5061	0
ENSMUSG00000108857	7	85150505	85154339	+	3835	0
ENSMUSG00000030512	7	65708751	65724335	+	15585	337
ENSMUSG00000092431	7	85161056	85161357	-	302	0
ENSMUSG00000092467	7	85165931	85168625	+	2695	0
ENSMUSG00000108777	7	65728650	65729221	-	572	2
ENSMUSG00000063065	7	126358773	126364991	+	6219	3707
ENSMUSG00000090806	7	85197615	85218400	-	20786	0
ENSMUSG00000006021	7	15853820	15861441	+	7622	775
ENSMUSG00000091205	7	85212295	85273888	+	61594	0
ENSMUSG00000092533	7	85238858	85239764	-	907	0
ENSMUSG00000092567	7	85345564	85362415	+	16852	0
ENSMUSG00000030703	7	126365506	126374821	+	9316	55
ENSMUSG00000055323	7	126367254	126375990	-	8737	57
ENSMUSG00000037032	7	105207690	105230860	-	23171	6135
ENSMUSG00000051877	7	85385148	85404305	-	19158	0
ENSMUSG00000092426	7	85434227	85434803	-	577	0
ENSMUSG00000092410	7	85437405	85438856	-	1452	0
ENSMUSG00000092179	7	85447522	85448144	+	623	0
ENSMUSG00000075701	7	65729397	65739153	+	9757	705
ENSMUSG00000092307	7	85464655	85465393	-	739	0
ENSMUSG00000092287	7	85471122	85471458	+	337	0
ENSMUSG00000032640	7	65759263	65823546	+	64284	360
ENSMUSG00000097634	7	65759263	65822869	-	63607	2
ENSMUSG00000030376	7	15863751	15894988	+	31238	6612
ENSMUSG00000065800	7	65769051	65769151	-	101	0
ENSMUSG00000108699	7	65776702	65777447	-	746	0
ENSMUSG00000108686	7	65840303	65840585	+	283	0
ENSMUSG00000030895	7	105240820	105249344	-	8525	7
ENSMUSG00000070458	7	85499881	85525474	-	25594	0
ENSMUSG00000092440	7	85533665	85533972	+	308	0
ENSMUSG00000038738	7	43959677	44009996	+	50320	3878
ENSMUSG00000108719	7	43964175	43964331	+	157	0
ENSMUSG00000090774	7	85593822	85610837	-	17016	0
ENSMUSG00000092263	7	85616224	85616600	+	377	0
ENSMUSG00000042675	7	126376127	126379686	+	3560	2200
ENSMUSG00000092529	7	85647900	85648832	-	933	0
ENSMUSG00000092608	7	85675924	85676780	+	857	0
ENSMUSG00000008028	7	44009467	44035244	-	25778	34
ENSMUSG00000092330	7	85702497	85712669	-	10173	0
ENSMUSG00000108509	7	44011988	44012712	+	725	0
ENSMUSG00000092357	7	85722358	85732990	-	10633	0
ENSMUSG00000092532	7	85775541	85776437	+	897	0
ENSMUSG00000090436	7	85794494	85820986	-	26493	0
ENSMUSG00000092587	7	85830412	85831351	+	940	0
ENSMUSG00000092419	7	85834934	85835804	-	871	0
ENSMUSG00000030699	7	126380655	126384732	+	4078	45
ENSMUSG00000040488	7	27004561	27037117	-	32557	945
ENSMUSG00000091239	7	85851232	85895516	-	44285	0
ENSMUSG00000057540	7	85917695	85926380	-	8686	0
ENSMUSG00000092197	7	85947852	85948101	-	250	0
ENSMUSG00002074870	7	85947873	85947968	-	96	0
ENSMUSG00000054054	7	85953682	85962916	-	9235	0
ENSMUSG00000054498	7	85967426	85974838	-	7413	0
ENSMUSG00000015133	7	65876660	66038098	-	161439	121
ENSMUSG00000055610	7	85981384	85986794	-	5411	0
ENSMUSG00000030731	7	44033526	44049611	+	16086	1021
ENSMUSG00000092388	7	86002185	86002927	-	743	0
ENSMUSG00000030697	7	126385038	126391668	-	6631	726
ENSMUSG00000108372	7	44035824	44038578	+	2755	0
ENSMUSG00000109119	7	65958943	65962247	+	3305	0
ENSMUSG00000078677	7	66015653	66036057	+	20405	0
ENSMUSG00000055571	7	86010062	86016136	-	6075	0
ENSMUSG00002076205	7	66020140	66020229	-	90	0
ENSMUSG00000098353	7	66031415	66031472	-	58	0
ENSMUSG00000062426	7	86034865	86035866	-	1002	0
ENSMUSG00000047085	7	44078442	44112775	+	34334	3431
ENSMUSG00000039608	7	86041018	86046997	-	5980	0
ENSMUSG00000110039	7	86051974	86052027	-	54	0
ENSMUSG00000061549	7	86053054	86063232	+	10179	0
ENSMUSG00000092401	7	86085121	86094466	+	9346	0
ENSMUSG00000020168	7	86109129	86118765	+	9637	0
ENSMUSG00000062878	7	86135530	86141692	-	6163	0
ENSMUSG00000057067	7	86169176	86177705	+	8530	0
ENSMUSG00000092293	7	86191173	86191869	-	697	0
ENSMUSG00000036989	7	105253670	105282778	-	29109	1822
ENSMUSG00000092372	7	86208686	86211886	+	3201	0
ENSMUSG00000110077	7	105272024	105273911	-	1888	0
ENSMUSG00000059319	7	86233070	86240336	+	7267	0
ENSMUSG00000038704	7	44114815	44117182	+	2368	73
ENSMUSG00000062042	7	86264844	86265851	-	1008	0
ENSMUSG00000089832	7	27041558	27055444	-	13887	781
ENSMUSG00000092367	7	27052074	27056844	-	4771	17
ENSMUSG00000063394	7	86298269	86315253	+	16985	0
ENSMUSG00000060688	7	86337538	86346715	+	9178	0
ENSMUSG00000015134	7	66040638	66077265	-	36628	3
ENSMUSG00000109114	7	66091346	66093998	+	2653	0
ENSMUSG00000109330	7	66214974	66215373	-	400	0
ENSMUSG00000109039	7	66230504	66235614	+	5111	0
ENSMUSG00000109249	7	66265070	66268896	-	3827	0
ENSMUSG00000030509	7	66294313	66339344	-	45032	484
ENSMUSG00000001773	7	86368185	86425151	-	56967	155
ENSMUSG00000090949	7	86444235	86464348	+	20114	0
ENSMUSG00000092195	7	86508534	86534948	+	26415	0
ENSMUSG00000092376	7	86556204	86557142	-	939	0
ENSMUSG00000030695	7	126394406	126399923	-	5518	27210
ENSMUSG00000091962	7	86564302	86604520	+	40219	0
ENSMUSG00000030881	7	105283410	105289623	-	6214	1894
ENSMUSG00000038695	7	44117404	44121086	+	3683	1382
ENSMUSG00000098661	7	44119771	44119835	+	65	0
ENSMUSG00000108322	7	44122962	44135562	+	12601	19
ENSMUSG00000090362	7	86645323	86694149	+	48827	0
ENSMUSG00000109334	7	86768075	86770184	+	2110	0
ENSMUSG00000108816	7	86891314	86892093	-	780	0
ENSMUSG00000058966	7	126396840	126429391	+	32552	694
ENSMUSG00000114515	7	126399962	126408280	-	8319	58
ENSMUSG00000108423	7	126405429	126405732	+	304	0
ENSMUSG00000089847	7	105289263	105292844	+	3582	0
ENSMUSG00000045989	7	126429640	126430811	-	1172	0
ENSMUSG00000108583	7	126436384	126445560	+	9177	0
ENSMUSG00000008140	7	44139361	44145953	-	6593	3897
ENSMUSG00000053091	7	66339637	66367004	+	27368	248
ENSMUSG00000109133	7	66372867	66373523	+	657	3
ENSMUSG00000108846	7	66387552	66390190	+	2639	0
ENSMUSG00000110234	7	105289759	105333646	+	43888	7
ENSMUSG00000064897	7	105291545	105291683	-	139	0
ENSMUSG00000052301	7	126446588	126451877	+	5290	139
ENSMUSG00000051113	7	44146005	44150910	+	4906	84
ENSMUSG00000030510	7	66393252	66473439	+	80188	4
ENSMUSG00000108607	7	44151113	44153690	+	2578	55
ENSMUSG00000030882	7	105300034	105371006	+	70973	139
ENSMUSG00000081911	7	105339466	105339774	-	309	0
ENSMUSG00000030888	7	105380937	105386592	-	5656	297
ENSMUSG00000038670	7	44151123	44174080	-	22958	2
ENSMUSG00000011751	7	27055808	27147111	-	91304	6948
ENSMUSG00000058145	7	66489483	66802919	+	313437	140
ENSMUSG00000109079	7	66609565	66611666	-	2102	0
ENSMUSG00000108416	7	27132561	27133794	+	1234	0
ENSMUSG00000108873	7	66643716	66644175	-	460	0
ENSMUSG00000108833	7	66732591	66733497	+	907	0
ENSMUSG00000109273	7	66829848	66830079	+	232	0
ENSMUSG00000097527	7	66853830	66872284	-	18455	37
ENSMUSG00000030689	7	126450132	126461549	-	11418	984
ENSMUSG00000040466	7	27147403	27165569	+	18167	130
ENSMUSG00000082016	7	27169196	27169960	-	765	0
ENSMUSG00000008193	7	44175417	44181495	-	6079	1
ENSMUSG00000055200	7	27173193	27176789	+	3597	31
ENSMUSG00000042606	7	126461144	126464549	+	3406	667
ENSMUSG00000008384	7	27186335	27189741	+	3407	145
ENSMUSG00000052833	7	16054159	16121731	-	67573	1996
ENSMUSG00000043831	7	66872292	66957078	+	84787	688
ENSMUSG00000030562	7	86895304	87047918	+	152615	2
ENSMUSG00000059273	7	16134835	16171621	+	36787	1578
ENSMUSG00000053198	7	27196813	27219639	+	22827	8
ENSMUSG00000087371	7	27202143	27207547	-	5405	1
