mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
rno-miR-9a-5p,NM_001024317,Iqca1l,((.(((((((((((.((((((..&)))))).))))))).)))).)).,1339,1362,0.8461538461538461,-19.8,1,0.05066027,0.456,1.9836170433333338,1.04356586875,-6.2305634807587476,19,23,7,CDS,,0,0
rno-miR-9a-5p,NM_001024320,Hyal6,(((((((((((((((.((((((.&)))))).))..))))))))))).)).,1479,1505,1.0,-17.9,1,0.0333069,0.603,0.5322607611111111,0.52995991625,-4.1706235265052785,21,26,11,CDS,,0,0
rno-miR-9a-5p,NM_001024331,Rab43,((((((.(..((((((((.(((.&))).)))))))).).)))))).,690,712,0.8653846153846154,-20.0,1,0.0001759501,0.441,2.365873875,1.33930937375,-7.780157107646926,18,22,8,CDS,,0,0
rno-miR-9a-5p,NM_001024331,Rab43,..((((((((..(((((((((((&))))))))))).)))))))).,473,494,0.8461538461538461,-19.2,1,0.001040048,0.412,1.5767345272727276,1.34814913625,-11.128578504378995,19,21,11,CDS,,0,0
rno-miR-9a-5p,NM_001024333,Cidec,((((((((((((((((((((((.&))))))))......))))))..)))))))).,674,705,0.8461538461538461,-20.9,1,0.0001514287,0.426,-0.02169539999999998,-0.006700907499999992,-3.937574446201665,22,31,8,CDS,,0,0
rno-miR-9a-5p,NM_001024338,Bcl2l14,((((((((..(((.(((((....&))))).))))))))))).,722,740,1.0,-19.2,1,0.0001927899,0.426,0.17275987499999998,0.06723149999999989,-7.093310490296013,16,18,11,CDS,,0,0
rno-miR-9a-5p,NM_001024339,Tuba8,((((((.((((((((((((((..&))))))))).........................))))).)))))).,374,421,0.8461538461538461,-19.5,1,0.001242493,0.412,2.170626053846154,2.00854012375,-5.4812609810729835,20,47,9,CDS,,0,0
rno-miR-9a-5p,NM_001024342,Dnai1,..(((((((.(((((((...((.&))..)))))))))))))).,585,604,0.9692307692307692,-17.5,1,0.0009771112,0.412,0.7543862142857144,0.3168921309999999,-6.199507187700468,16,19,14,CDS,,0,0
rno-miR-9a-5p,NM_001024342,Dnai1,(((((((((((((.(((.(((((&))))))))))).........)))))))))).,127,158,0.8461538461538461,-17.2,1,0.02603678,0.5,0.5116187772727273,0.6776712537500001,-4.794414363722071,21,31,11,CDS,,0,0
rno-miR-9a-5p,NM_001024343,Fam205c,(((((((...(((((((((....&.)))))))))...))))))).,631,657,1.0,-19.2,1,3.225187e-08,0.485,-0.011980222222222234,0.033782917499999995,-8.550105501956237,16,21,9,CDS,,0,0
rno-miR-9a-5p,NM_001024343,Fam205c,(((((((((((((..((.(....&).))..))))))))))))).,7,27,0.9230769230769231,-17.0,1,0.02766316,0.571,0.9006624615384615,0.21163249158333336,-5.529863923972706,16,20,13,5UTR,,0,0
rno-miR-9a-5p,NM_001024344,Sit1,((((.((((.(((((((((....&.))))))))).))))...)))).,1067,1105,0.8461538461538461,-17.7,1,0.0008250535,0.426,0.7905223888888888,0.2966576274999999,-9.299118089342315,17,23,9,3UTR,,0,0
rno-miR-9a-5p,NM_001024345,Tpm2,((((((((...((((((......&)))))).)))))))).,951,967,0.9230769230769231,-18.3,1,1.901745e-06,0.5,0.9352727125,1.0309207737499997,-9.06124504818596,14,16,8,CDS,,0,0
rno-miR-9a-5p,NM_001024347,Slfnl1,(((((((((.(((((((((....&)))))).....)))..))))))))).,1376,1402,0.8461538461538461,-18.8,1,0.001035849,0.426,1.2298066714285714,1.1109607062500002,-5.180080914529843,18,26,9,CDS,,0,0
rno-miR-9a-5p,NM_001024352,LOC500827,((.(((((((((((.(((((((.&)))))))))))))))))).)).,1761,1783,1.0,-19.6,1,0.0004472738,0.632,1.2132762818181817,1.3212825424999997,-6.2305634807587476,20,22,18,3UTR,,0,0
rno-miR-9a-5p,NM_001024354,Lrrc14,..((((((((((..(((((((..&.)))))))...)))))))))).,562,609,0.8461538461538461,-22.3,1,2.860519e-05,0.412,1.2118135000000003,0.8929020287500002,-7.102971249558938,17,22,10,CDS,,0,0
rno-miR-9a-5p,NM_001024355,Ccdc134,(((((((((((((((((((((((&)))))))........))))))......)))))))))).,1138,1176,0.9230769230769231,-19.8,1,0.007019542,0.426,0.16378370810810813,-0.09585012124999998,-3.937574446201665,23,38,10,3UTR,,0,0
rno-miR-9a-5p,NM_001024356,H1f7,(((((((((.(((.(((((....&)))))..))).))))))))).,463,484,0.8461538461538461,-20.2,1,1.852017e-05,0.353,-0.22982533333333333,0.04694326249999999,-6.03692083205025,17,21,9,CDS,,0,0
rno-miR-9a-5p,NM_001024361,Gsta6,(((((((((.((..((((((.((&.))))))))..)).))))))))).,691,742,0.9230769230769231,-20.6,1,2.087168e-06,0.529,-0.02856211111111113,-0.03242288750000001,-7.326051444716493,19,24,9,CDS,,0,0
rno-miR-9a-5p,NM_001024364,Tex44,((..(((((((((((((.(.((.&.)).).))).))))))))))..)).,7,40,0.9230769230769231,-20.4,1,0.04670606,0.471,0.6093072428571429,0.1458145908333333,-8.527136195467303,18,25,10,5UTR,,0,0
rno-miR-9a-5p,NM_001024364,Tex44,.((((((..((((((((......&))))))))..)))))).,789,806,0.8461538461538461,-17.1,1,0.009954753,0.5,-0.031122374999999987,-0.22615671124999998,-7.163349424783512,14,17,8,CDS,,0,0
rno-miR-9a-5p,NM_001024366,Arl13a,((((((((.....((((((.(((&))).)))))).....)))))))).,823,847,0.8461538461538461,-20.6,1,0.00579011,0.515,0.17226720000000004,0.29272196625,-13.697178970448556,17,24,8,CDS,,0,0
rno-miR-9a-5p,NM_001024368,Slc10a3,((((((((.....(((((.....&)))))......)))))))).,1790,1810,0.8461538461538461,-17.3,1,0.0002046854,0.574,0.910712875,0.80792041375,-13.697178970448556,13,20,8,3UTR,,0,1
rno-miR-9a-5p,NM_001024368,Slc10a3,.(((((((((((.....(((((.&)))))......))))))))))).,950,973,0.8153846153846154,-17.3,1,0.00117174,0.485,0.8090472727272726,1.44805172965,-6.907794008098015,16,23,11,CDS,,0,1
rno-miR-9a-5p,NM_001024369,Ypel4,(((((.((..(((((((.(((.(&).))).)))))))..)).))))).,1103,1127,0.9230769230769231,-18.9,1,0.00494204,0.559,-0.2914464714285714,0.26618526625000005,-8.137429333968655,18,24,7,3UTR,,0,0
rno-miR-9a-5p,NM_001024369,Ypel4,(((((((((..((((((((....&))))))))))))))))).,729,747,0.8461538461538461,-18.2,1,0.002479894,0.412,0.29520855555555553,1.09134235875,-8.004855389940193,17,18,17,CDS,,0,0
rno-miR-9a-5p,NM_001024371,Ncald,(((((((((.(((((((...(((&)))....))))))).))))))))).,1733,1758,0.9230769230769231,-21.9,1,3.910917e-05,0.441,1.0097336999999997,0.805598228375,-5.180080914529843,19,25,9,3UTR,,0,0
rno-miR-9a-5p,NM_001024740,Ccdc116,.(((((((((((((((((((((.&.))).)))))))))))))))))).,639,683,0.8461538461538461,-25.6,1,1.297435e-09,0.353,0.48404455318181816,0.5140256787499999,-3.793324837357118,21,24,18,CDS,,0,0
rno-miR-9a-5p,NM_001024741,Chaf1b,.((((((((.(((.(((((....&))))).))))))))))).,404,422,0.9230769230769231,-18.0,1,0.0008287692,0.471,1.668142,1.9833034764999997,-5.892671223205703,16,18,11,CDS,,0,0
rno-miR-9a-5p,NM_001024742,Naa11,(((((.((((((.((((((....&)))))))))))).))))).,1998,2017,1.0,-19.9,1,0.002013033,0.529,0.4709507316666666,0.6358823006249996,-7.127663820060954,17,19,12,3UTR,,0,1
rno-miR-9a-5p,NM_001024742,Naa11,((((((((...((((((((....&)))))))).)))))))).,551,569,0.8461538461538461,-19.7,1,5.279559e-05,0.426,-0.060601375000000006,0.98651448875,-9.06124504818596,16,18,8,CDS,,0,1
rno-miR-9a-5p,NM_001024744,Cdc16,(((((.((((((((((((((...&.))))))))))))..........)).))))).,315,373,0.8461538461538461,-21.9,1,9.773089e-06,0.515,1.7432802916666665,1.90968780125,-5.838533207394711,19,32,12,CDS,,0,0
rno-miR-9a-5p,NM_001024745,Slc39a6,....(((((((((((((......&)))))).))))))).,2070,2085,0.9230769230769231,-15.8,1,4.388021e-05,0.471,0.5751960214285715,1.7191534662499999,-9.546562468637928,13,15,7,CDS,,0,0
rno-miR-9a-5p,NM_001024746,Katnb1,....(((((((((.(((((.(((&))))))))))))))))).,489,507,0.8461538461538461,-20.0,1,0.001564884,0.412,2.0071602222222222,1.506008837,-10.403402386158335,17,18,17,CDS,,0,0
rno-miR-9a-5p,NM_001024748,Rsph6a,.((((((((((((((((((....&.)))))))...))))))))))).,1067,1104,0.8461538461538461,-22.3,1,7.070793e-08,0.294,1.082142523809524,1.34537389725,-3.793324837357118,18,23,11,CDS,,0,0
rno-miR-9a-5p,NM_001024754,Gmps,..(((((((((((((((((((.(&).))))))))))))).......................)))))).,685,730,0.8461538461538461,-18.6,1,0.01531985,0.544,1.9946467285714289,1.7331246225000005,-4.95700071937229,20,45,13,CDS,,0,0
rno-miR-9a-5p,NM_001024754,Gmps,((((((((......(((((....&.)))))......)))))))).,1936,1962,0.8461538461538461,-17.2,1,0.0001016252,0.559,2.492659825,2.10855487125,-14.554018887968963,13,21,8,CDS,,0,0
rno-miR-9a-5p,NM_001024756,Ythdf1,(((((((...((((((((.....&.)))).))))...))))))).,135,175,0.8461538461538461,-17.7,1,0.003038602,0.529,0.6919542677777778,1.3257230387499996,-8.550105501956237,15,21,7,5UTR,,0,0
rno-miR-9a-5p,NM_001024758,Ttll10,((((((((..((((((((.(((.&))))))))))).)))))))).,657,678,1.0,-18.4,1,0.0005355698,0.515,2.333723875,1.660929452125,-6.236470572775607,19,21,11,CDS,,0,0
rno-miR-9a-5p,NM_001024761,Lrrfip2,.((((.(((.(((((((((....&)))))))))...))).)))).,1600,1621,0.9230769230769231,-17.2,1,0.0009791596,0.426,1.7051438555555554,1.9762308609999995,-6.936790066878343,16,21,9,CDS,,0,0
rno-miR-9a-5p,NM_001024762,Prim2,(((((((((((((.(((......&.)))))))))))))))).,331,377,1.0,-21.6,1,0.003086551,0.456,0.17185569230769235,0.5193806237499999,-4.794414363722071,16,18,16,CDS,,0,0
rno-miR-9a-5p,NM_001024763,Nif3l1,((((((((((.((((((((.(((&.))))))))))).)))))))))).,492,537,0.9230769230769231,-26.5,1,1.70742e-06,0.368,1.14676339,1.09622273375,-6.7623489216120145,21,24,11,CDS,,0,0
rno-miR-9a-5p,NM_001024768,Elf3,....((((((((((.((((....&)))).)))))))))).,1195,1211,0.9230769230769231,-18.6,1,3.436842e-06,0.456,0.9599987999999999,0.6586381775000001,-10.282012028888563,14,16,10,CDS,,0,0
rno-miR-9a-5p,NM_001024769,Cdc73,((((((((((((((.((((((..&))))..)).)))))..))))))))).,777,803,1.0,-19.4,1,0.01783563,0.515,1.8918283687499997,2.1602176787500005,-4.6730240064523,20,26,9,CDS,,0,0
rno-miR-9a-5p,NM_001024770,Exoc1,...(((((((((((.((((((..&.)))))).))))))))))).,386,434,1.0,-22.9,1,0.0001055045,0.515,2.2069469272727273,1.2774826543749997,-7.249989753929374,17,20,11,CDS,,0,0
rno-miR-9a-5p,NM_001024773,Brf2,(((((((((((((.(((......&.)))..))))))))))))).,1481,1532,0.9230769230769231,-19.1,1,0.002281089,0.471,-0.4740260876923077,-0.2756314474999999,-4.794414363722071,16,20,13,3UTR,,0,0
rno-miR-9a-5p,NM_001024774,Def8,(((((((((.(((((((((....&))))))))))))).........))))).,2167,2195,0.9230769230769231,-18.8,1,0.0172643,0.456,0.4095511111111111,0.03133683875000001,-5.180080914529843,18,28,13,3UTR,,0,0
rno-miR-9a-5p,NM_001024774,Def8,(((((((((.(((.((((((...&.))))))))).))))))))).,323,352,1.0,-19.2,1,0.0004552539,0.426,1.4014494444444443,1.55101269175,-6.03692083205025,18,21,9,CDS,,0,0
rno-miR-9a-5p,NM_001024774,Def8,..(((((((.(((((((......&))))))).))))))).,704,720,0.8461538461538461,-17.4,1,1.186554e-07,0.309,2.0883384285714284,1.7094152925000001,-6.199507187700468,14,16,7,CDS,,0,0
rno-miR-9a-5p,NM_001024779,Cyp2u1,(((((((((((((((........&))))))))))))))).,1435,1451,0.8461538461538461,-20.5,1,1.591e-05,0.574,1.27266392,1.4425032200000003,-4.1706235265052785,15,16,15,CDS,,0,1
rno-miR-9a-5p,NM_001024780,Prkra,(((((((((((((.((((.....&)))).))))))))))))).,861,880,1.0,-23.3,1,0.007254785,0.574,1.7913885461538461,1.2505998624999997,-4.794414363722071,17,19,13,CDS,,0,0
rno-miR-9a-5p,NM_001024784,Nfx1,(((((((((.((((((((((((.&))))))))).)))))))....))))).,2892,2919,0.8461538461538461,-19.3,1,0.0009435087,0.559,2.0802443846153844,1.527097536375,-5.180080914529843,21,27,9,CDS,,0,0
rno-miR-9a-5p,NM_001024784,Nfx1,((((((.((((((..((((((..&))))))..))).))).)))))).,822,845,0.8461538461538461,-18.8,1,0.01046086,0.471,-0.11693316666666669,0.5590837612500003,-7.073550458844025,18,23,6,CDS,,0,0
rno-miR-9a-5p,NM_001024784,Nfx1,((((((((((..(((.((((((.&.)))))).))))))))))))).,648,680,0.8461538461538461,-18.4,1,8.107784e-06,0.471,0.11051154999999999,0.8587326950000002,-10.342201311511984,19,22,13,CDS,,0,0
rno-miR-9a-5p,NM_001024785,Mcart1,....((((((((((((.(((((.&))))).)))).)))))))).,1567,1587,1.0,-19.2,1,0.002034202,0.618,1.2092406153846154,1.6800313374999996,-9.546562468637928,17,20,8,3UTR,,0,0
rno-miR-9a-5p,NM_001024787,Osgepl1,...((((((..(((((((((((.&)))))))))))..)))))).,515,535,1.0,-21.3,1,0.01125407,0.603,1.9453559999999996,1.2103058166250003,-10.581821137417268,17,20,11,CDS,,0,0
rno-miR-9a-5p,NM_001024788,Actl11,.(((((((((((.(((.((....&)))))))))))))))).,452,469,0.8461538461538461,-18.2,1,0.003591983,0.456,0.46220672727272727,0.44891319874999985,-5.08245545002336,16,17,16,CDS,,0,0
rno-miR-9a-5p,NM_001024789,Nap1l2,..((((((((((.((((.(....&).)))).)))))))))).,305,323,0.8461538461538461,-17.3,1,3.061137e-06,0.397,0.0,0.0,-6.246131332038532,15,18,10,CDS,,0,0
rno-miR-9a-5p,NM_001024794,Mettl3,(((((((((.((((((((.....&)))))).))))))))))).,691,710,0.8461538461538461,-17.5,1,0.05560018,0.5,2.1669933333333335,1.7974023625,-5.180080914529843,17,19,11,CDS,,0,0
rno-miR-9a-5p,NM_001024794,Mettl3,...(((((((((((((((((...&)))))))).))))))))).,1232,1251,0.8461538461538461,-16.9,1,9.424406e-05,0.515,0.7065024444444445,0.9371228187500003,-6.514540193678739,17,19,9,CDS,,0,0
rno-miR-9a-5p,NM_001024794,Mettl3,(((((((((((((..(((..(((&)))..))).))))........................))))))))).,790,837,0.8461538461538461,-15.9,1,0.004307049,0.559,0.7599896378378379,1.4359037850000003,-5.529863923972706,19,47,9,CDS,,0,0
rno-miR-9a-5p,NM_001024798,Ubap2l,...((((((((((.(((((((((&)))..)))))).)))))))))).,3338,3361,0.8461538461538461,-20.8,1,4.054995e-06,0.5,2.2065555999999997,1.6685426663750005,-7.371380111199145,19,23,10,CDS,,0,0
rno-miR-9a-5p,NM_001024799,Fam133b,(((((((((.((((((.(((((.&))))).))).)))...))))))))).,1451,1477,0.8461538461538461,-19.0,1,0.001285813,0.485,0.42731695555555554,1.215525282,-5.180080914529843,20,26,9,3UTR,,0,0
rno-miR-9a-5p,NM_001024803,Lrrc63,...((((((.((.((((((....&)))))).)))))))).,2326,2342,0.8461538461538461,-16.3,1,0.006608428,0.485,0.18021461666666672,0.15003470000000005,-9.046177274673163,14,16,8,3UTR,,0,0
rno-miR-9a-5p,NM_001024865,Mrpl40,(((((((((.((.((((((((..&.)))))))))).))))))))).,895,945,1.0,-21.6,1,0.01394199,0.574,-0.2832852444444445,-0.11002548749999999,-6.469211527196086,19,22,10,3UTR,,0,0
rno-miR-9a-5p,NM_001024867,Vps37a,..(((((((.(((((((((....&))))).))))))))))).,1105,1123,0.9230769230769231,-15.7,1,0.00244926,0.603,2.6476910000000005,1.929337167375,-6.199507187700468,16,18,11,CDS,,0,0
rno-miR-9a-5p,NM_001024868,Pih1d1,.(((((((((((((((((((((.&)))))..)))))))))......))))))).,647,677,1.0,-21.8,1,0.0006902442,0.456,1.175552472413793,1.298958795125,-3.793324837357118,21,30,9,CDS,,0,0
rno-miR-9a-5p,NM_001024874,Rhox9,...((((((((((.((((.(((.&))).))))....)))))))))).,349,372,0.8461538461538461,-17.7,1,0.01375523,0.441,0.0828782,-0.11484193749999995,-7.371380111199145,17,23,10,CDS,,0,0
rno-miR-9a-5p,NM_001024876,Nsmce2,(((((((((.(((((((((....&.))))))).)).))))))))).,455,492,0.9230769230769231,-19.4,1,5.940032e-05,0.515,0.91714573,0.8108087287500001,-5.180080914529843,18,22,9,CDS,,0,0
rno-miR-9a-5p,NM_001024876,Nsmce2,(((((((..((((.(((((....&))))).)))).))))))).,62,81,0.9743589743589743,-17.3,1,0.05602947,0.515,0.8949598571428571,0.1605154763749999,-8.164438951148465,16,19,7,5UTR,,0,0
rno-miR-9a-5p,NM_001024880,MGC114483,..((((((((.((((((.(.((.&.)).).)))))).)))))))).,887,915,0.8461538461538461,-20.7,1,0.05661962,0.5,-0.27356674999999997,-0.12026915625000001,-7.7817751947826395,17,22,8,CDS,,0,0
rno-miR-9a-5p,NM_001024886,Dcun1d3,((((((((..((((((((((...&))))))......................))))....)))))))).,1271,1316,0.9230769230769231,-16.0,1,0.000405023,0.603,0.5200109062499999,0.6200688875000002,-6.236470572775607,18,45,8,3UTR,,0,0
rno-miR-9a-5p,NM_001024891,Rhbdd1,(((((.(((.(((.(((((((((&)))))))))))).))).))))).,259,282,0.8461538461538461,-20.0,1,2.540138e-05,0.426,1.6841748888888888,0.4765839725,-7.937879593243296,20,23,12,5UTR,,0,0
rno-miR-9a-5p,NM_001024892,Rlim,(((((((((.....(((((....&)))))))))))))).,712,727,0.8461538461538461,-15.6,1,0.001024802,0.574,1.9309279555555559,1.73705351625,-13.4976292297232,14,15,14,CDS,,0,0
rno-miR-9a-5p,NM_001024896,Hsdl1,(((((((..((((.((((.....&)))).))))..))))))).,809,828,0.8461538461538461,-18.0,1,0.001361137,0.5,2.1000385714285716,1.43296186225,-8.164438951148465,15,19,7,CDS,,0,0
rno-miR-9a-5p,NM_001024897,Ehd2,((((((((((.(((.((((....&)))).))))))))))))).,1411,1430,0.9230769230769231,-18.1,1,0.0001718505,0.544,1.1513903,1.6692239450000004,-7.49779848186265,17,19,13,CDS,,0,0
rno-miR-9a-5p,NM_001024897,Ehd2,((((..(((((((((((((....&))).)))))))))).)))).,1578,1598,0.8461538461538461,-17.6,1,0.003964809,0.397,2.101441571428572,1.3288742925,-9.957570382207184,17,20,10,CDS,,0,0
rno-miR-9a-5p,NM_001024901,Rhox12,(((((.(((.(((((((((....&.)))))))))..))).))))).,374,424,1.0,-19.9,1,0.0002125122,0.441,-0.05136744444444446,-0.04347611250000004,-7.08103967572289,17,22,9,CDS,,0,0
rno-miR-9a-5p,NM_001024902,Lrrc56,(((((((...(((((((((....&.)))))))))...)))).))).,1345,1373,0.9230769230769231,-20.1,1,3.971689e-05,0.456,-0.034900777777777746,0.21393028625,-8.550105501956237,16,22,9,CDS,,0,0
rno-miR-9a-5p,NM_001024903,Sertad2,.....(((((((.((((((((..&))).)))))))))))).,982,999,0.8461538461538461,-17.7,1,0.00187526,0.426,1.4860334333333332,1.6389599437499998,-14.954730256116644,15,17,12,CDS,,0,0
rno-miR-9a-5p,NM_001024904,Ccdc71,(((((((((.(((((((......&)))).))).))))))))).,1191,1210,0.8461538461538461,-17.3,1,0.0002739523,0.456,0.6174268555555557,0.6028847825000001,-5.180080914529843,16,19,9,CDS,,0,0
rno-miR-9a-5p,NM_001024907,MGC114499,((((((((..(((.(((.(....&).)))))).)))))))).,2183,2201,0.9230769230769231,-17.1,1,0.001414429,0.426,0.8456663750000001,0.43825356499999985,-7.093310490296013,15,18,8,CDS,,0,0
rno-miR-9a-5p,NM_001024909,Ccdc184,((((((((((((((.(.(((...&.))).).)))))))))))))).,15,55,1.0,-21.8,1,4.973721e-07,0.265,0.611715014142857,0.43723371914166664,-4.6730240064523,18,22,14,5UTR,,0,0
rno-miR-9a-5p,NM_001024909,Ccdc184,((((((((((((((((.(..((.&))..).)))))).....)))))))))).,483,511,0.9230769230769231,-20.7,1,0.006190445,0.397,1.2556090952380952,0.8709916237499999,-3.937574446201665,19,28,10,CDS,,0,0
rno-miR-9a-5p,NM_001024964,Exoc3,((((((((..(((..((((.((.&)).))))..))).)))))))).,860,882,0.9230769230769231,-18.5,1,0.004122648,0.426,1.41751675,1.7277623299999998,-7.828760050546649,17,22,8,CDS,,0,0
rno-miR-9a-5p,NM_001024968,Slc46a3,..(((((((((((((.(((....&.)))))))))))))))).,213,261,0.8461538461538461,-18.8,1,0.0005828598,0.338,-0.3786778615384615,-0.27433643500000005,-5.1900497996759025,16,18,16,5UTR,,0,0
rno-miR-9a-5p,NM_001024970,Sde2,(((((.(((((((((((((....&)))))).)))))))...))))).,747,770,0.8461538461538461,-17.3,1,0.04225512,0.485,0.3000332657142856,0.7222095262499999,-5.838533207394711,18,23,7,CDS,,0,0
rno-miR-9a-5p,NM_001024972,Arglu1,((((((((.((((((((((((..&)))).))))))))..)))))))).,1308,1332,0.8461538461538461,-18.1,1,0.0002613061,0.485,1.1350692846153847,1.2312244625000002,-4.993964104447428,20,24,8,3UTR,,0,0
rno-miR-9a-5p,NM_001024978,Ralyl,(((((.(((.((((.((((((((&))))))))))))))).))))).,1360,1382,0.9230769230769231,-19.3,1,9.009031e-07,0.515,1.76437175,1.8864619249999994,-7.816489235973525,20,22,15,3UTR,,0,0
rno-miR-9a-5p,NM_001024982,Cpne9,((((((((..((.(((.(((((.&))))).)))))..)))))))).,491,513,0.9230769230769231,-20.9,1,1.112235e-05,0.426,1.7614148749999998,1.9582668675000001,-7.52560118544185,18,22,8,CDS,,0,0
rno-miR-9a-5p,NM_001024982,Cpne9,(((((((((.((((((.((....&)).))))))))))))))).,1799,1818,0.8205128205128206,-17.6,1,0.0003394931,0.456,0.23076460000000004,0.17396460749999998,-5.180080914529843,17,19,15,3UTR,,0,0
rno-miR-9a-5p,NM_001024982,Cpne9,...(((((((((((((((.....&))))))))).)))))).,1848,1865,0.8461538461538461,-16.7,1,0.01571763,0.471,0.20473465625,0.30123940875,-6.514540193678739,15,17,9,3UTR,,0,0
rno-miR-9a-5p,NM_001024984,Ergic2,((((((((....(((((((((((&))))))))))))))))))).,1354,1374,1.0,-19.0,1,0.001144526,0.529,2.1581326,1.9665455325,-12.408048357782313,19,20,19,3UTR,,0,0
rno-miR-9a-5p,NM_001024988,Herpud2,...((((((((((((((((....&.)))))))))))))))).,1852,1885,1.0,-23.3,1,0.002601854,0.632,0.8423124875000001,0.36116883625000007,-6.514540193678739,16,18,16,3UTR,,0,0
rno-miR-9a-5p,NM_001024990,Amdhd2,(((((((((.(((((((.((...&.)).)))))))...))))))))).,1138,1185,0.9230769230769231,-21.6,1,9.702837e-05,0.382,0.35049596666666677,1.3762327224999997,-5.180080914529843,18,24,9,CDS,,0,0
rno-miR-9a-5p,NM_001024991,Fahd1,..(((((..((.((((((.((((&)))))))))).))..))))).,724,745,0.9230769230769231,-17.2,1,0.04612701,0.618,1.7555751666666666,1.4045055407125,-11.673828616395038,17,21,10,CDS,,0,0
rno-miR-9a-5p,NM_001024995,Nrros,((((((...((((((((.(((((&))))).))))))))...)))))).,706,730,1.0,-24.2,1,0.0004055882,0.412,1.862290625,1.2158323650000002,-8.851285568499378,19,24,8,CDS,,0,0
rno-miR-9a-5p,NM_001025001,LOC308990,(((((((((.((((((((((...&)))))).....)))).))))))))).,198,224,0.9230769230769231,-19.6,1,0.02609926,0.574,-0.23283020000000001,-0.14350066125000002,-5.180080914529843,19,26,9,5UTR,,0,0
rno-miR-9a-5p,NM_001025001,LOC308990,(((((((......((((((....&))))))......))))))).,1230,1250,1.0,-17.3,1,0.003181665,0.529,-0.2060921428571429,-0.1556753950000001,-16.010813899629184,13,20,7,3UTR,,0,0
rno-miR-9a-5p,NM_001025008,Klhl38,(((..(((((..((((((((((.&))))))))))....)))))..))).,12,37,1.0,-20.1,1,0.002925116,0.515,0.2851517,0.31441445000000007,-17.26021168098003,18,25,10,5UTR,,0,0
rno-miR-9a-5p,NM_001025008,Klhl38,((((((((..(((.((((..((.&))..)))))))..)))))))).,1128,1150,0.9230769230769231,-18.3,1,0.01141102,0.441,1.8888584999999998,1.5648219706250002,-7.093310490296013,17,22,8,CDS,,0,0
rno-miR-9a-5p,NM_001025012,Gin1,.((((((((.(((((.((((((.&))))))))))).)))))))).,66,87,0.8461538461538461,-18.3,1,0.0005174977,0.515,0.461681,0.59806258,-5.2688803859889095,19,21,11,5UTR,,0,0
rno-miR-9a-5p,NM_001025016,Chac2,(((((.(....((((((((((..&))))))))))......).))))).,401,425,0.9230769230769231,-17.4,1,0.005087125,0.662,1.10024333,0.34289063499999994,-13.275838738559635,16,24,10,CDS,,0,0
rno-miR-9a-5p,NM_001025017,Them4,(((((((...((((((((.....&))))))))))))))).,203,219,1.0,-17.1,1,0.0008695699,0.529,0.9573932499999998,0.4921602375,-8.550105501956237,15,16,15,CDS,,0,0
rno-miR-9a-5p,NM_001025018,Dram2,...((((((.((((.(((((...&))))).)))))))))).,1051,1068,0.8461538461538461,-16.7,1,0.001562032,0.618,1.1152788333333332,1.3760653687499997,-8.492496222257554,15,17,10,CDS,,0,0
rno-miR-9a-5p,NM_001025018,Dram2,(((((((((.(((((........&)))))))))))))).,299,314,1.0,-16.1,1,0.03074987,0.559,0.42878213333333337,0.6959458874999999,-5.413129994833456,14,15,14,5UTR,,0,0
rno-miR-9a-5p,NM_001025020,Syndig1,(((((((((((..((((......&.))))))))))))))).,866,889,0.8461538461538461,-16.8,1,0.0005008814,0.456,1.908535363636364,1.9351899037499998,-8.573508368464264,15,17,15,CDS,,0,0
rno-miR-9a-5p,NM_001025021,Dnajc25,((((((((.((((..((((....&)))))))).)))))))).,613,631,0.9230769230769231,-17.1,1,0.0004608066,0.471,1.7595877500000001,1.9639848160000002,-6.586253582218469,16,18,8,CDS,,0,0
rno-miR-9a-5p,NM_001025022,Lurap1l,((((((((((((((..((.(((.&)))))..)))))))))))))).,471,493,0.8461538461538461,-17.2,1,0.0004215584,0.471,2.113573214285714,1.6995298868750002,-4.906073086755913,19,22,14,CDS,,0,1
rno-miR-9a-5p,NM_001025022,Lurap1l,..(((((((.(((((((......&)))))))))))))).,365,380,1.0,-17.2,1,0.001942684,0.397,1.300968142857143,1.16959945,-6.199507187700468,14,15,14,CDS,,0,1
rno-miR-9a-5p,NM_001025025,Daw1,((((((((((....(((((((..&)))))))..)))))))))).,1271,1291,0.8461538461538461,-18.4,1,0.0008500734,0.456,0.7983776,1.1072184712499997,-12.25512276139502,17,20,10,CDS,,0,0
rno-miR-9a-5p,NM_001025031,Fam71b,(((((((((....((((((....&)))))).....))))))))).,1692,1713,0.9230769230769231,-20.6,1,0.01224669,0.471,0.22271729999999998,0.39093453275,-12.640789312202793,15,21,9,CDS,,0,0
rno-miR-9a-5p,NM_001025035,Thnsl1,...((((((.((((((((.....&.)))))))).)))))).,2127,2152,1.0,-19.2,1,2.076609e-07,0.544,0.743024325,0.94791219625,-7.757046662006918,14,17,8,CDS,,0,0
rno-miR-9a-5p,NM_001025038,Mettl24,(((((.((..(((((((.(....&).))))))))).))))).,968,986,0.8076923076923077,-16.1,1,0.0009609468,0.529,0.6219453928571428,1.0098719111249999,-8.137429333968655,15,18,9,CDS,,0,0
